Days,ALUA,BBAR,BYMA,CEPU,COME,CRES,CVH,EDN,GGAL,HARG,MIRG,PAMP,SUPV,TECO2,TGNO4,TGSU2,TRAN,TXAR,YPFD,AGRO,AUSO,BHIP,BOLT,BPAT,CADO,CELU,CGPA2,DGCU2,DYCA,FERR,FIPL,GARO,GBAN,GCLA,GRIM,HAVA,INVJ,IRCP,IRSA,LEDE,LONG,METR,MOLA,MOLI,MORI,OEST,PATA,POLL,RIGO,SAMI,SEMI,TGLT
2020-12-02,53.0,169.7,607.0,40.5,2.72,58.35,436.5,27.6,132.95,124.5,1348.5,82.6,62.6,252.95,45.75,168.55,32.0,55.5,781.0,19.6,74.3,9.92,4.54,71.7,22.9,22.35,22.0,22.0,75.0,10.1,7.1,9.58,35.0,38.5,28.0,135.0,16.1,381.5,64.25,32.8,5.6,19.75,715.0,89.8,16.85,31.0,38.5,9.75,100.0,118.5,5.59,5.69
2020-12-03,52.2,168.45,609.0,40.65,2.73,58.6,442.5,27.65,133.0,125.25,1353.5,83.75,60.55,262.6,45.8,167.75,31.35,55.5,760.05,19.6,78.2,10.0,4.49,71.1,23.1,22.35,22.2,22.4,76.0,10.2,6.8,9.58,35.0,39.15,29.0,135.0,16.1,365.0,70.1,32.25,5.51,19.4,718.0,90.5,16.7,32.0,37.5,9.7,100.0,118.5,5.55,5.51
2020-12-04,52.2,168.5,610.5,39.7,2.7,60.0,439.5,27.0,130.2,122.75,1348.0,82.45,59.7,257.45,44.3,168.5,30.25,54.1,781.45,18.7,79.0,9.94,4.43,71.8,23.2,22.1,22.25,23.6,76.0,10.0,6.8,9.58,34.0,39.0,28.5,135.5,16.1,366.4,66.75,31.0,6.01,19.1,724.0,91.6,16.55,32.9,37.0,9.7,100.0,117.5,5.5,5.66
2020-12-09,48.95,159.1,594.0,37.45,2.59,58.9,429.5,26.3,124.75,115.75,1378.0,76.3,57.85,240.5,43.1,158.4,28.85,51.2,733.1,18.25,73.8,9.7,4.38,68.8,23.35,22.0,21.45,22.15,76.0,10.1,6.65,9.46,34.0,39.0,27.0,135.0,16.3,374.0,68.4,29.8,6.1,19.25,693.0,87.0,15.85,31.3,37.0,9.7,100.0,120.0,5.32,5.45
2020-12-10,50.1,160.85,605.0,38.9,2.63,58.55,439.0,26.25,129.75,122.25,1401.5,81.1,58.6,234.95,43.35,158.15,29.4,54.1,776.95,17.95,73.3,9.55,4.36,69.0,23.4,21.95,21.5,22.8,75.0,10.25,6.8,10.7,33.0,38.95,27.0,130.5,16.25,363.0,70.0,29.95,6.35,19.45,680.0,86.7,16.3,30.9,36.5,10.4,100.0,120.0,5.53,5.44
2020-12-11,49.45,161.25,603.5,38.7,2.6,58.5,449.0,26.15,128.7,122.75,1383.5,80.0,61.05,245.6,44.65,162.45,29.95,54.8,774.85,17.7,71.0,9.55,4.36,70.8,23.45,22.5,21.3,22.85,75.0,10.25,6.8,10.95,33.0,38.5,27.0,136.5,16.05,354.15,69.0,29.75,6.41,19.1,673.0,86.0,16.25,30.5,36.25,9.95,100.0,123.25,5.55,5.32
2020-12-14,48.0,156.85,596.0,37.9,2.52,58.7,441.5,25.8,127.05,118.5,1379.5,81.0,60.0,234.75,44.75,159.0,29.9,52.3,779.6,17.2,69.9,9.3,4.33,71.6,23.45,21.75,21.8,22.9,76.0,10.0,6.8,12.0,33.0,38.9,27.0,134.75,16.35,347.75,65.2,28.6,6.64,18.8,649.0,88.3,16.05,29.6,36.4,9.0,100.0,125.0,5.47,5.24
2020-12-15,48.0,159.4,603.5,37.25,2.56,57.35,457.5,26.05,128.25,124.0,1417.5,80.0,60.0,232.4,44.0,165.95,30.15,53.3,771.65,17.05,69.7,9.42,4.37,68.8,23.35,21.6,21.6,22.55,74.5,10.2,6.8,12.2,34.0,38.5,29.5,129.0,16.35,351.0,67.0,28.6,6.45,19.5,666.0,89.0,16.0,29.0,37.1,9.5,100.0,124.0,5.4,5.23
2020-12-16,49.15,154.1,601.0,36.55,2.56,55.3,463.0,25.9,127.25,122.25,1447.0,80.5,59.65,225.1,43.6,165.3,29.7,53.5,778.8,18.0,66.6,9.3,4.4,70.3,23.05,21.8,22.0,22.35,74.0,10.0,6.85,13.0,33.0,38.5,30.0,131.5,16.3,346.2,66.6,29.0,6.55,19.15,674.0,87.0,15.8,28.5,37.7,9.9,105.0,120.0,5.5,5.22
2020-12-17,49.9,150.05,605.5,37.3,2.55,55.45,458.5,26.2,126.55,127.0,1472.5,82.7,60.2,217.3,43.05,161.15,29.05,52.6,771.6,18.2,69.0,9.47,4.46,70.5,22.9,21.75,21.8,21.8,74.0,9.91,6.79,13.1,33.0,38.85,29.0,134.0,16.45,344.5,66.15,28.95,6.45,19.55,684.0,86.5,16.0,29.0,37.0,9.5,105.0,120.75,5.5,5.24
2020-12-18,49.95,145.65,611.0,37.6,2.54,54.7,448.5,25.65,121.9,129.75,1485.0,81.4,58.1,218.95,43.0,158.3,28.25,51.3,762.55,18.65,69.0,9.4,4.36,70.0,22.9,21.3,21.3,21.8,74.5,10.25,6.7,12.95,33.0,38.9,29.0,130.0,16.45,349.7,66.25,29.1,6.6,19.4,699.0,88.3,15.7,29.0,37.9,9.5,107.0,122.5,5.5,5.27
2020-12-21,47.25,143.35,600.0,36.5,2.44,52.95,424.0,24.85,119.65,124.5,1479.5,76.3,55.45,203.55,41.0,150.35,27.15,48.75,720.55,18.1,66.4,9.15,4.24,69.0,22.6,20.8,21.15,20.75,73.0,10.0,6.7,12.8,33.0,38.9,27.0,135.0,16.4,339.0,66.15,28.7,6.2,19.0,690.0,86.5,15.35,28.65,37.7,9.5,107.0,118.0,5.44,5.06
2020-12-22,48.9,147.7,609.5,36.2,2.46,54.15,427.0,24.9,120.65,127.75,1495.0,75.45,56.5,196.65,41.3,150.0,26.45,49.55,706.35,18.0,68.5,9.27,4.18,69.0,22.6,21.15,21.15,20.6,73.0,10.3,6.9,12.95,33.0,38.5,28.0,134.0,16.25,325.9,63.9,28.75,6.18,19.2,679.0,86.5,15.35,28.95,36.6,9.5,107.0,116.75,5.4,5.1
2020-12-23,48.45,154.15,624.0,37.5,2.54,55.8,424.0,25.75,125.6,126.75,1544.5,76.6,60.2,193.0,42.9,153.3,26.65,48.55,738.85,18.1,68.0,9.22,4.18,70.0,22.55,20.8,20.45,20.55,74.0,10.2,6.95,12.5,33.0,37.35,28.0,130.0,16.65,335.0,64.65,29.0,6.2,19.0,674.0,86.5,15.4,29.5,37.9,9.5,107.0,120.0,5.49,5.1
2020-12-28,46.95,150.55,610.0,36.2,2.51,58.3,408.5,26.05,125.3,126.0,1568.5,74.3,58.4,189.0,41.25,147.0,26.5,47.0,705.35,17.9,66.7,9.2,4.1,69.0,22.0,21.0,20.1,20.35,73.0,10.7,7.08,12.5,33.0,36.8,28.0,130.0,16.7,313.65,64.9,28.9,6.4,18.6,660.5,86.5,15.1,28.8,37.4,9.0,110.0,117.0,5.45,5.1
2020-12-29,47.3,154.7,615.5,36.15,2.5,60.85,411.5,29.7,128.4,127.25,1573.0,76.1,60.5,198.85,42.75,152.25,28.4,46.8,706.5,17.95,68.5,9.26,4.08,71.0,22.25,20.3,20.5,20.8,72.5,11.35,7.0,12.5,33.0,37.4,28.0,132.0,16.9,320.0,62.85,29.0,6.7,19.1,661.0,86.4,15.1,28.5,37.8,9.5,117.0,117.0,5.45,5.05
2020-12-30,47.2,155.65,616.0,35.9,2.49,64.5,423.5,28.6,125.75,123.75,1596.0,77.65,62.5,196.65,41.85,153.15,29.25,46.25,693.85,17.6,72.3,9.37,3.9,70.2,22.3,21.1,20.5,21.45,72.5,11.9,7.0,12.3,33.0,37.65,28.0,130.0,16.7,330.15,65.0,30.0,6.7,19.85,674.0,87.8,15.35,29.0,38.0,9.1,122.0,116.0,5.45,5.07
2021-01-04,48.25,152.25,600.5,36.95,2.42,63.75,424.0,28.1,123.25,120.5,1587.5,76.7,61.2,187.55,41.05,155.1,29.25,49.75,676.25,18.55,70.0,9.3,4.3,68.6,22.3,21.1,20.5,20.4,72.0,11.3,6.85,12.3,33.0,38.9,25.55,128.0,17.35,322.0,64.45,32.9,6.63,19.05,675.0,87.3,15.1,27.95,37.2,9.15,130.0,118.0,5.51,4.95
2021-01-05,51.0,150.1,598.5,38.4,2.43,65.5,432.5,27.75,123.65,122.5,1572.0,78.0,60.7,193.0,42.85,158.0,29.2,52.3,690.3,19.85,69.8,9.25,4.5,70.3,22.65,21.1,20.1,20.25,72.0,11.2,6.81,12.3,33.0,39.0,26.0,133.0,17.0,338.4,63.7,33.25,6.65,18.85,694.0,87.9,15.8,27.9,38.0,9.85,130.0,118.0,5.45,4.92
2021-01-06,52.8,148.25,603.5,37.4,2.45,66.4,448.0,27.55,123.05,124.5,1575.0,77.7,60.45,194.45,42.95,153.75,29.05,54.8,694.3,19.75,70.0,9.28,4.65,70.3,22.45,21.6,20.0,20.65,71.9,11.3,6.7,12.2,32.5,39.0,25.7,128.0,17.35,344.15,63.75,34.0,6.75,19.4,702.0,87.0,15.7,27.4,37.0,9.85,132.0,119.0,5.58,4.95
2021-01-07,53.1,145.95,603.0,37.2,2.44,68.95,448.5,27.15,123.9,123.75,1570.5,79.45,59.9,200.75,42.2,159.75,28.7,55.2,723.2,20.25,70.5,9.21,4.44,69.1,23.5,21.8,19.95,20.2,73.0,11.3,6.7,12.1,33.0,39.6,26.0,130.0,17.25,347.5,68.2,33.0,6.65,18.9,703.0,86.4,16.55,27.4,37.0,9.85,136.0,119.0,6.19,4.89
2021-01-08,53.4,145.6,602.5,36.7,2.41,67.9,392.0,26.9,122.65,123.25,1588.5,76.7,59.55,199.95,41.4,155.7,27.85,55.2,689.7,19.45,69.6,8.9,4.2,69.8,23.75,21.75,19.9,20.3,73.0,11.1,6.7,11.9,32.6,42.45,26.0,130.0,17.7,337.1,67.75,33.0,6.77,19.0,702.0,86.9,16.35,26.75,36.8,9.85,134.5,120.0,5.9,4.63
2021-01-11,53.8,138.3,600.0,36.1,2.4,68.1,384.5,25.8,120.25,121.75,1579.5,74.55,57.75,198.9,41.0,159.15,27.75,56.5,667.55,19.0,69.8,9.16,4.19,69.7,23.5,21.5,19.45,19.7,72.0,10.85,7.0,11.85,31.0,41.9,26.0,129.0,17.5,342.4,66.4,31.9,6.65,19.1,683.0,85.5,15.95,26.5,36.8,9.8,133.0,121.0,6.1,4.68
2021-01-12,53.2,146.75,606.0,36.6,2.4,79.65,380.0,26.1,121.45,120.5,1558.5,76.05,57.3,198.7,40.75,160.75,27.2,56.2,640.35,19.2,70.0,9.15,4.19,69.3,24.6,21.35,19.45,20.1,69.0,10.7,6.75,12.4,31.0,41.9,26.0,130.0,17.1,349.45,71.75,33.5,6.6,18.65,700.0,85.5,15.75,26.4,35.8,9.8,133.0,122.5,6.28,4.7
2021-01-13,52.8,147.95,604.5,37.05,2.39,79.55,384.0,26.5,121.2,120.25,1585.5,77.2,57.9,196.5,40.5,161.7,27.1,55.1,628.9,20.0,70.0,9.55,4.22,69.5,26.05,21.65,19.3,19.6,71.0,10.65,6.9,12.4,31.0,41.0,26.0,130.0,18.25,369.9,72.5,33.1,6.53,18.5,700.0,86.0,16.2,26.6,36.0,9.8,133.0,127.0,6.4,4.5
2021-01-14,51.5,149.15,607.0,37.2,2.38,82.6,383.5,26.7,121.2,120.0,1587.5,77.1,57.3,200.15,40.5,160.0,27.5,55.1,639.8,20.05,70.8,9.5,4.16,70.0,27.5,21.55,19.4,20.0,71.0,10.5,6.9,12.2,31.0,40.5,26.0,135.5,18.25,365.0,72.95,33.0,6.78,19.6,711.0,85.0,16.0,26.4,36.5,9.8,133.0,130.25,6.28,4.44
2021-01-15,51.8,146.2,596.5,36.1,2.38,86.6,384.5,27.05,120.05,120.0,1615.5,77.8,57.6,196.85,39.8,157.55,27.35,54.2,615.4,19.5,70.0,9.33,4.11,69.0,28.8,20.8,19.75,19.9,73.0,10.35,6.95,12.45,32.3,40.0,27.0,137.0,18.3,350.0,69.4,33.95,6.85,19.35,711.0,85.0,16.4,25.9,36.6,9.4,132.0,132.0,6.08,4.49
2021-01-18,52.5,144.0,592.5,35.15,2.34,89.75,377.0,26.7,118.6,121.5,1648.5,77.1,56.85,195.4,38.95,154.0,27.5,54.0,619.45,19.25,69.0,9.2,4.05,69.0,29.5,20.9,19.25,19.7,73.0,10.8,7.0,12.45,30.0,40.2,26.0,139.0,17.9,341.1,69.15,35.1,7.09,19.1,715.0,85.1,16.45,26.0,37.4,9.1,132.0,132.5,6.01,4.43
2021-01-19,53.2,143.7,595.0,36.0,2.35,93.85,372.0,27.35,116.95,123.75,1632.5,78.7,56.6,197.0,39.1,159.8,27.8,55.1,608.7,19.85,70.0,9.05,3.95,69.4,32.8,21.0,19.8,19.6,73.5,10.9,6.85,12.7,30.5,39.1,26.0,135.0,18.8,365.0,75.5,37.45,7.75,18.85,710.0,85.8,16.25,25.45,36.2,9.8,135.5,141.5,5.93,4.3
2021-01-20,53.5,147.6,599.0,36.4,2.33,88.0,359.0,27.25,118.0,123.0,1618.0,80.45,56.6,194.25,38.5,159.85,27.55,55.1,569.1,19.6,69.0,9.04,3.95,70.0,32.0,21.0,19.7,19.2,71.5,10.95,6.7,13.4,30.5,39.5,26.0,135.0,19.0,371.0,74.8,36.0,7.53,18.5,705.0,87.0,16.85,24.95,36.2,9.8,139.25,140.75,5.95,4.17
2021-01-21,52.9,142.1,581.0,35.65,2.25,80.1,358.5,25.7,114.8,120.0,1596.0,76.75,54.95,191.45,36.95,155.75,27.0,54.5,520.05,18.5,68.0,8.85,3.83,69.9,29.3,21.6,19.45,18.9,71.0,10.8,6.9,13.8,30.0,39.0,26.0,135.0,18.4,345.0,71.0,34.95,6.75,18.0,689.0,82.9,17.05,24.9,36.2,9.5,139.5,138.0,5.8,4.19
2021-01-22,50.4,140.0,586.0,34.85,2.25,79.7,364.5,26.1,113.1,120.0,1604.0,74.55,55.8,196.1,37.6,153.75,27.15,54.3,560.4,18.55,66.5,8.95,3.89,69.9,31.1,21.0,19.15,19.1,70.0,10.8,6.9,13.85,30.0,39.0,26.0,137.0,18.3,347.45,70.15,34.3,6.58,18.45,694.0,83.5,16.75,24.9,35.5,10.0,139.0,133.5,5.8,4.26
2021-01-25,49.45,135.5,593.5,34.5,2.28,75.95,360.0,26.65,112.3,118.0,1595.0,74.9,53.85,195.3,37.6,153.95,27.35,51.0,532.65,18.9,65.5,9.03,3.86,69.2,31.85,20.25,18.2,19.15,72.9,10.95,7.3,13.8,30.5,38.5,27.05,135.0,17.75,358.0,68.45,32.3,6.8,18.0,694.0,81.5,16.35,24.45,36.0,10.0,139.5,135.0,5.84,4.18
2021-01-26,50.5,141.95,601.0,35.35,2.36,81.0,355.0,27.15,117.8,120.0,1592.5,80.1,55.0,196.3,37.95,157.65,27.2,51.5,587.45,18.85,65.7,9.2,3.84,68.3,32.5,20.3,18.6,19.25,72.0,10.6,7.15,13.5,30.5,40.2,27.5,130.0,18.0,345.0,69.75,32.7,6.79,17.95,701.0,81.3,16.15,24.4,36.4,10.0,141.0,138.0,5.79,4.22
2021-01-27,50.7,149.05,600.0,35.7,2.36,77.55,354.5,27.25,118.8,120.0,1576.5,81.4,56.15,196.65,39.85,157.0,27.3,51.0,626.6,18.9,64.9,9.3,3.88,67.4,31.8,20.3,18.6,19.5,73.0,11.0,7.0,13.95,30.5,40.3,27.7,140.0,17.6,340.5,68.6,32.8,6.69,18.0,705.0,81.9,15.9,24.4,36.55,10.0,143.0,138.0,5.79,4.24
2021-01-28,49.4,145.0,600.0,35.0,2.37,74.45,353.5,26.8,119.5,120.0,1594.5,82.1,55.4,200.4,40.4,153.8,27.1,49.9,612.5,18.85,63.5,9.1,4.02,68.0,28.0,20.45,19.1,19.65,72.0,10.9,7.0,13.4,30.1,39.2,27.5,139.0,17.8,344.65,66.75,32.2,6.65,18.15,710.0,81.1,15.75,24.5,35.4,9.0,140.0,136.0,5.75,4.18
2021-01-29,48.0,141.95,595.5,33.95,2.42,73.45,352.0,26.1,115.7,119.75,1560.0,78.45,53.65,199.0,41.5,151.65,26.4,48.3,588.25,18.6,62.7,8.99,3.98,69.0,30.25,20.4,18.95,19.15,70.1,10.7,7.0,13.3,32.85,39.0,28.1,140.0,18.0,339.0,65.6,31.8,6.61,17.95,710.0,81.5,15.55,24.2,35.1,9.79,139.0,136.0,5.75,4.14
2021-02-01,48.65,142.4,601.0,35.4,2.45,78.55,355.0,26.4,119.15,122.0,1504.5,81.25,55.0,199.05,41.6,153.7,26.95,50.2,626.15,19.15,61.5,9.06,3.94,69.0,30.45,20.1,18.6,19.7,70.1,10.5,7.1,13.8,31.9,39.95,28.7,143.0,17.2,355.85,66.9,32.9,6.69,18.05,705.0,80.2,15.8,24.2,35.2,9.78,139.5,136.0,5.61,4.13
2021-02-02,49.15,141.15,600.0,35.25,2.52,78.45,357.5,26.9,119.2,120.25,1477.5,80.6,54.05,206.65,42.05,155.55,26.6,50.8,618.75,19.55,60.6,8.92,3.94,69.0,29.5,20.5,19.15,19.7,73.0,10.5,7.1,13.9,29.55,39.2,28.7,146.0,17.4,356.55,67.0,33.25,6.69,18.1,712.5,80.4,15.7,23.75,36.25,9.78,139.5,134.75,5.74,4.15
2021-02-03,48.3,141.5,606.0,35.25,2.66,81.45,350.5,28.25,118.35,120.0,1476.0,80.1,54.4,204.9,42.2,154.7,27.55,49.1,646.9,20.3,60.0,8.99,3.94,68.4,29.1,20.85,19.2,19.7,71.9,10.85,6.91,13.8,30.0,40.0,29.0,148.0,17.7,360.0,67.3,34.0,6.62,18.15,706.0,81.8,16.1,24.0,35.25,10.0,130.0,131.0,5.83,4.12
2021-02-04,47.85,144.9,600.0,35.55,2.71,80.9,363.0,28.45,123.45,120.0,1454.0,83.65,55.8,202.95,41.4,157.2,27.65,49.0,655.05,20.8,64.1,8.9,3.88,67.5,28.75,21.2,19.2,19.0,71.9,10.8,7.1,13.6,30.0,39.0,29.0,150.0,17.5,379.1,65.5,35.35,6.6,18.3,706.5,81.0,16.0,25.8,35.3,10.0,134.5,130.0,5.77,4.12
2021-02-05,48.65,150.9,605.0,36.4,2.62,80.75,368.0,27.45,126.2,120.0,1465.0,84.2,57.5,203.1,41.5,157.0,27.4,48.9,641.5,20.6,64.5,9.0,3.89,67.5,29.05,20.8,19.15,19.25,68.0,10.6,7.15,13.8,30.1,39.5,30.0,150.0,17.95,385.05,66.6,36.85,6.52,18.6,707.0,83.0,15.9,25.8,35.3,9.9,134.0,131.5,5.75,4.35
2021-02-08,48.7,153.2,608.0,37.4,2.71,84.4,376.0,27.7,126.95,120.25,1486.5,84.8,57.75,202.7,42.8,156.2,28.95,48.85,688.8,20.45,63.1,9.05,3.87,68.0,29.0,20.5,19.65,19.7,67.9,10.55,7.15,13.8,30.15,39.4,30.0,150.0,17.6,382.0,67.0,37.15,6.61,19.0,709.5,82.9,16.05,25.9,35.6,9.85,139.0,128.0,5.86,4.4
2021-02-09,49.3,152.55,603.5,37.4,2.73,82.3,367.0,28.1,126.95,121.0,1490.5,85.6,59.3,201.8,42.8,154.8,28.95,49.5,700.8,20.6,63.0,9.02,3.97,68.3,29.0,20.5,19.6,19.5,70.0,10.55,7.13,13.5,30.2,39.5,30.0,153.0,17.5,384.0,68.0,36.6,6.6,19.0,703.0,82.0,15.8,25.5,35.6,9.85,138.5,129.0,5.76,4.35
2021-02-10,49.5,151.95,595.5,36.6,2.68,83.2,357.5,28.3,125.95,120.0,1501.0,83.9,58.2,199.75,43.0,153.5,28.55,50.5,689.0,21.0,61.8,9.0,3.9,68.2,28.85,20.7,19.45,19.5,71.0,10.6,7.0,13.6,30.2,39.65,30.0,150.0,17.5,384.0,68.75,37.4,6.58,19.0,702.5,83.0,15.7,24.8,34.8,9.85,135.0,127.0,5.84,4.23
2021-02-11,49.15,151.7,604.5,36.0,2.62,79.5,348.5,27.7,125.4,122.25,1495.0,83.15,59.05,194.85,42.6,151.05,28.3,50.5,676.85,20.8,61.4,9.0,3.79,67.5,28.5,20.45,19.4,19.65,69.0,10.75,6.9,13.75,31.0,39.0,30.0,159.0,17.5,384.75,67.2,37.8,6.6,19.0,705.0,82.5,15.85,24.4,35.3,9.85,138.5,128.25,5.8,4.18
2021-02-12,49.25,148.75,616.5,35.05,2.66,80.25,341.5,27.75,123.85,122.5,1460.5,84.55,57.35,195.55,42.3,150.8,28.25,50.8,684.95,20.6,61.5,8.9,3.89,67.1,28.1,20.0,19.6,19.55,67.3,10.55,6.8,13.5,31.0,40.0,30.0,150.0,17.75,400.0,66.15,37.3,6.65,18.65,697.5,80.0,15.9,24.1,35.8,9.85,135.0,128.75,5.75,4.18
2021-02-17,48.3,151.35,622.0,34.8,2.59,83.9,340.0,28.1,126.05,121.5,1437.0,88.25,64.0,192.8,43.95,158.55,28.45,51.3,708.65,20.25,59.5,8.91,3.9,67.7,27.65,20.1,19.6,19.9,67.2,10.6,7.1,13.5,31.0,40.0,30.0,148.0,17.4,401.0,65.5,37.1,6.54,18.9,697.5,81.8,15.9,24.8,34.6,9.85,135.0,124.75,5.79,4.18
2021-02-18,47.75,151.85,621.0,34.0,2.6,76.7,338.0,28.0,128.65,122.75,1425.0,85.65,68.55,187.35,44.5,154.25,28.8,51.1,672.4,19.5,60.9,9.14,3.82,68.5,27.3,20.05,19.5,19.6,68.0,10.5,6.98,13.5,31.0,39.9,30.0,140.0,17.6,401.0,61.8,37.2,6.54,19.1,698.0,80.5,16.85,24.45,34.1,9.0,135.0,122.0,5.66,4.12
2021-02-19,47.25,148.4,623.0,34.3,2.6,76.3,327.5,27.85,126.5,120.25,1421.5,85.25,67.15,179.3,44.6,149.95,28.25,52.3,640.7,19.6,61.0,8.94,3.8,68.0,27.0,20.1,19.45,19.6,70.0,10.3,7.0,13.05,31.0,39.75,30.0,150.0,17.5,387.85,61.7,36.9,6.65,19.0,689.0,82.0,16.5,24.4,33.5,10.0,135.0,120.0,5.69,3.99
2021-02-22,45.7,139.75,623.0,33.0,2.5,73.15,318.5,27.5,120.05,120.0,1448.0,83.0,59.55,172.95,42.8,142.15,27.05,53.4,613.25,19.55,58.6,8.71,3.68,67.0,27.1,20.2,19.5,19.2,67.0,9.98,7.0,12.85,31.0,39.5,30.0,154.0,16.85,380.0,61.85,36.5,6.49,18.25,695.0,80.0,16.0,24.4,33.85,10.0,134.0,117.0,5.6,3.8
2021-02-23,43.95,136.25,606.0,31.8,2.46,73.0,311.5,27.3,113.9,120.0,1470.5,81.15,55.5,171.15,41.9,143.35,26.55,51.3,592.55,19.2,57.4,8.41,3.52,65.5,27.0,20.2,18.9,19.3,69.7,9.98,7.0,12.85,31.0,38.5,30.0,154.0,16.75,375.0,61.7,36.65,6.33,18.6,690.0,77.0,15.75,24.0,33.1,10.0,131.0,117.0,5.6,3.79
2021-02-24,45.5,141.3,619.0,32.4,2.56,77.3,315.0,28.0,118.3,120.75,1517.0,82.0,57.6,179.4,42.9,146.8,27.0,53.0,637.0,19.5,57.9,8.75,3.73,67.0,26.75,19.7,18.35,19.0,69.9,10.1,7.0,12.85,31.0,38.0,30.0,154.0,17.1,379.0,61.8,37.0,6.4,18.9,682.5,83.0,16.15,23.75,33.8,9.0,131.0,119.0,5.59,3.84
2021-02-25,46.2,138.1,626.0,32.25,2.57,77.55,314.0,27.6,115.4,123.5,1514.0,78.1,56.7,172.95,42.1,141.0,26.7,51.6,646.4,19.4,56.9,8.84,3.6,68.0,26.75,19.45,19.5,19.1,69.0,10.15,6.99,12.5,31.0,39.2,30.0,154.0,16.9,388.65,61.5,37.5,6.49,19.1,691.5,80.0,15.7,24.0,33.8,8.9,131.5,119.0,5.59,3.83
2021-02-26,46.35,136.9,616.5,32.05,2.55,75.8,313.5,27.0,112.65,123.75,1483.5,78.0,56.85,171.95,41.4,138.85,26.35,51.9,639.05,19.5,56.4,8.69,3.79,66.9,26.5,19.8,18.8,18.7,69.0,10.1,6.9,13.1,31.0,39.0,30.0,157.0,17.1,385.0,58.65,37.0,6.5,19.25,684.5,80.2,15.55,23.85,33.6,9.0,133.0,119.0,5.59,3.82
2021-03-01,47.0,137.4,629.5,32.8,2.5,72.5,308.0,27.7,115.3,123.5,1470.5,79.9,58.85,170.95,41.35,141.25,26.0,51.0,642.05,19.8,57.0,8.8,3.8,68.0,27.0,19.8,19.7,18.7,69.0,10.6,6.9,13.1,31.0,39.0,30.0,156.0,17.4,395.0,60.3,37.2,6.56,19.1,690.0,80.1,15.5,23.8,33.5,9.7,135.0,118.75,5.5,3.9
2021-03-02,45.1,133.65,645.0,32.35,2.45,71.95,314.0,27.55,114.85,121.0,1441.5,79.45,57.4,170.95,40.3,137.3,25.5,48.7,611.55,19.4,55.0,8.65,3.75,69.2,26.6,19.35,19.0,18.4,67.0,10.2,6.9,12.8,31.0,39.0,29.7,153.0,17.0,395.0,60.25,37.1,6.37,19.3,691.0,78.9,15.25,23.8,32.8,9.9,134.0,117.5,5.48,3.84
2021-03-03,44.0,131.85,645.5,31.2,2.43,71.0,309.0,26.8,112.35,120.0,1409.5,79.9,55.15,168.4,40.3,132.0,24.7,47.3,610.7,18.9,54.8,8.65,3.67,69.0,26.25,19.4,18.25,18.35,63.0,10.4,6.9,12.5,29.0,39.7,31.0,153.0,17.0,385.0,61.7,36.5,6.33,18.7,680.0,77.4,15.15,23.2,32.3,9.0,135.0,115.5,5.42,3.82
2021-03-04,44.75,135.5,645.5,30.6,2.45,69.0,294.0,25.9,113.45,119.5,1419.5,82.0,54.85,166.4,39.9,132.8,24.2,47.35,646.15,18.8,56.7,8.62,3.66,70.0,26.5,19.6,18.2,17.8,67.0,10.2,6.9,12.8,28.05,39.0,31.0,150.0,16.95,385.0,60.4,36.5,6.4,18.95,667.0,76.2,15.7,23.75,32.5,9.0,135.0,116.0,5.35,3.79
2021-03-05,43.3,132.4,635.5,31.45,2.39,67.9,296.5,26.0,109.9,120.75,1447.5,82.05,54.7,166.1,39.0,137.05,23.55,47.85,637.3,18.8,55.8,8.5,3.57,67.0,26.7,19.7,18.25,17.85,67.0,10.2,6.9,12.8,28.05,39.9,31.0,158.0,16.85,385.0,58.9,36.5,6.49,18.7,660.0,77.0,15.4,23.0,32.0,8.8,130.0,118.0,5.35,3.72
2021-03-08,41.0,129.2,629.0,31.85,2.33,70.25,297.0,25.2,109.6,121.0,1418.5,80.85,54.0,163.0,38.0,132.65,22.7,45.85,609.25,19.1,52.1,8.45,3.5,67.0,26.55,19.6,18.2,17.75,67.0,9.85,6.7,13.0,28.05,39.1,31.0,156.0,16.5,394.7,57.4,35.4,6.4,18.05,645.5,75.9,15.0,22.7,32.5,8.8,130.0,116.5,5.3,3.62
2021-03-09,39.95,130.4,651.5,32.0,2.3,71.45,289.0,25.9,111.05,123.0,1435.0,82.05,54.15,166.05,36.95,133.6,22.65,44.1,609.95,18.85,53.1,8.4,3.45,70.0,26.1,19.6,18.0,17.85,67.0,9.9,6.5,12.95,28.3,38.9,31.0,149.0,16.5,384.35,58.9,35.3,6.25,17.9,650.0,76.1,14.75,22.5,32.5,8.5,130.0,113.75,5.27,3.56
2021-03-10,39.75,137.2,649.0,32.2,2.28,70.75,292.0,25.7,114.95,122.0,1414.5,82.4,56.35,166.05,36.9,131.35,23.05,43.5,644.8,18.55,52.4,8.35,3.46,67.5,25.75,19.7,18.4,18.7,67.0,10.0,6.3,12.9,28.3,39.3,32.0,145.0,15.85,385.0,58.75,34.3,6.25,17.95,648.0,74.5,15.8,22.5,31.3,8.5,130.0,113.0,5.23,3.5
