Days,ALUA,BBAR,BYMA,CEPU,COME,CRES,CVH,EDN,GGAL,HARG,MIRG,PAMP,SUPV,TECO2,TGNO4,TGSU2,TRAN,TXAR,YPFD,AGRO,AUSO,BHIP,BOLT,BPAT,CADO,CELU,CGPA2,DGCU2,DYCA,FERR,FIPL,GARO,GBAN,GCLA,GRIM,HAVA,INVJ,IRCP,IRSA,LEDE,LONG,METR,MOLA,MOLI,MORI,OEST,PATA,POLL,RIGO,SAMI,SEMI,TGLT
2020-06-01,35.5,133.15,387.5,31.85,2.56,39.0,415.5,20.15,99.55,77.9,766.0,50.35,51.55,190.7,31.75,129.4,26.45,35.7,590.2,11.55,57.4,9.4,3.07,56.5,28.5,24.0,21.0,18.0,69.0,5.49,4.7,9.38,32.0,30.0,25.0,130.0,12.3,184.0,42.8,22.0,4.73,17.0,405.0,101.75,14.95,26.5,38.0,9.2,73.0,108.5,5.3,3.74
2020-06-02,36.9,141.05,396.0,32.95,2.62,41.9,421.5,21.85,107.95,81.8,772.0,52.15,55.65,195.0,34.0,133.0,27.4,36.35,626.6,11.7,58.4,9.8,3.12,58.0,29.0,24.1,21.4,18.6,68.5,5.54,4.89,9.35,33.0,32.0,26.2,131.0,12.2,184.0,43.7,22.75,4.83,17.8,408.5,102.0,15.2,27.1,39.0,9.0,85.5,111.5,5.8,3.87
2020-06-03,37.6,156.5,404.5,32.85,2.61,44.65,422.5,22.65,117.35,82.5,797.0,52.65,61.25,211.0,36.0,132.55,27.55,36.4,664.6,11.75,59.3,10.45,3.15,60.0,29.0,24.15,21.0,19.2,66.0,5.6,4.75,9.15,33.0,32.45,26.25,133.0,12.6,185.5,42.9,22.95,4.75,18.8,427.0,101.5,15.7,28.45,38.5,9.2,85.0,113.0,5.96,3.93
2020-06-04,38.35,154.45,394.0,31.8,2.52,44.3,410.0,23.25,117.45,79.5,808.5,51.25,59.8,221.6,35.4,133.75,27.3,36.2,668.75,12.0,59.1,10.0,3.15,58.1,28.15,24.1,20.5,19.3,66.0,5.65,4.89,9.11,33.0,33.5,26.0,133.0,12.2,183.9,43.1,23.15,4.76,18.95,470.0,101.0,15.15,28.55,37.5,9.0,84.5,119.0,5.85,3.98
2020-06-05,40.1,160.3,400.5,32.3,2.57,47.45,446.0,24.05,121.25,81.9,841.0,53.7,62.05,227.7,35.95,139.65,27.7,37.75,675.6,12.6,60.0,9.95,3.17,59.5,28.7,24.0,21.4,20.05,64.5,5.85,4.76,8.99,33.0,33.75,27.0,130.0,12.0,184.9,44.1,24.0,4.83,20.0,480.0,103.0,14.7,29.1,38.4,9.1,89.0,127.0,5.82,4.1
2020-06-08,41.95,174.4,401.5,35.45,2.65,49.05,475.5,27.35,133.5,90.0,870.0,57.45,67.6,259.35,39.05,152.2,30.0,39.9,753.05,13.2,61.0,10.7,3.24,63.0,28.75,25.15,22.5,21.05,64.0,6.07,4.8,9.32,33.0,35.0,28.2,140.0,13.0,192.0,47.0,24.9,4.85,20.35,491.0,102.0,14.6,29.2,39.65,9.0,91.0,147.0,5.8,4.19
2020-06-09,41.45,162.05,388.5,32.8,2.6,47.05,451.0,26.0,126.1,85.5,816.0,54.25,63.2,244.8,37.4,147.0,28.4,36.6,739.6,12.3,60.1,10.3,3.2,61.4,28.35,24.6,22.5,20.0,62.0,5.7,4.78,9.34,31.5,34.9,27.0,140.0,12.9,193.05,48.0,23.7,4.85,19.6,472.0,98.5,14.2,28.9,38.5,9.0,89.0,152.0,5.5,4.0
2020-06-10,41.75,163.45,394.5,33.3,2.61,46.95,454.5,28.55,127.8,87.8,845.0,53.45,63.05,237.35,37.6,142.4,28.3,37.9,725.2,12.5,59.9,10.4,3.22,60.0,27.95,25.4,21.7,20.15,63.0,6.0,4.78,9.29,33.0,34.3,27.0,141.0,12.75,192.05,46.95,23.8,4.83,19.5,467.5,98.4,14.2,28.8,38.0,8.8,90.0,146.0,5.57,4.0
2020-06-11,39.65,149.5,379.0,30.3,2.48,43.75,437.5,25.4,116.6,80.8,799.0,49.15,56.7,228.0,35.9,131.05,25.95,35.2,667.75,11.75,57.5,9.89,2.89,56.9,26.6,24.0,21.2,18.9,58.3,5.7,4.7,9.29,33.0,31.95,26.9,142.0,12.7,183.9,42.4,22.7,4.62,17.6,468.0,96.4,13.7,28.3,36.65,8.8,88.0,131.0,5.25,3.8
2020-06-12,39.65,155.55,387.5,29.85,2.48,41.95,440.0,25.5,119.6,82.0,824.5,49.15,58.95,220.5,36.9,127.8,26.0,36.25,669.7,11.8,58.5,9.7,2.95,58.8,25.9,24.2,21.8,18.8,64.0,5.75,4.7,9.26,32.5,31.0,26.9,142.0,12.75,183.9,41.1,22.3,4.67,18.7,468.0,98.0,14.35,28.4,36.7,9.09,89.0,132.0,5.3,3.62
2020-06-16,40.8,149.5,391.0,29.4,2.36,40.4,449.0,25.55,116.85,84.1,829.0,47.85,56.7,217.2,37.05,125.5,26.6,35.65,655.85,11.75,57.5,9.7,2.97,58.0,25.45,24.0,21.75,18.2,64.0,5.75,4.55,9.05,32.5,31.95,27.0,150.0,12.4,186.0,38.3,22.0,4.74,19.45,463.0,97.4,14.5,28.25,38.0,9.09,89.0,139.5,5.2,3.54
2020-06-17,38.9,141.1,390.0,28.0,2.28,38.8,434.5,23.9,109.95,80.5,814.0,45.5,52.9,206.5,35.1,119.15,26.0,33.25,623.1,11.2,55.4,9.45,2.87,55.0,23.25,23.8,20.75,17.65,60.0,5.59,4.53,8.59,32.5,31.7,26.9,145.0,12.4,186.0,36.25,21.5,4.46,19.55,447.0,93.6,14.4,28.35,37.0,9.0,89.0,134.5,5.11,3.49
2020-06-18,37.35,130.2,373.5,25.3,2.16,36.05,399.0,21.0,102.6,74.2,769.5,42.85,47.5,194.15,32.6,111.65,24.1,32.0,582.7,10.3,53.2,8.69,2.65,51.5,22.7,22.9,18.9,16.85,60.1,5.01,4.18,7.8,32.5,29.9,26.9,143.0,12.15,175.0,35.9,21.0,4.2,18.2,421.0,86.9,14.45,27.85,36.0,8.9,88.0,135.0,4.89,3.4
2020-06-19,39.45,141.3,388.0,28.05,2.26,37.1,418.5,22.35,113.95,79.8,819.0,45.75,51.65,206.3,34.8,119.65,24.8,35.7,621.85,11.2,55.0,9.17,2.8,54.0,22.5,24.0,20.1,17.8,60.0,5.26,4.3,7.96,32.5,30.0,27.0,141.0,12.0,175.0,36.4,21.5,4.36,18.7,445.0,93.5,14.6,27.8,36.1,8.95,87.0,144.0,5.06,3.49
2020-06-22,40.05,137.55,385.5,28.8,2.24,36.3,402.5,21.8,110.15,75.2,831.5,44.4,50.45,196.85,33.15,120.9,24.05,36.3,608.65,11.2,53.7,8.95,2.9,53.5,22.5,23.45,19.0,17.3,59.9,5.24,4.11,7.83,29.25,32.0,27.0,141.0,11.9,175.5,36.45,21.8,4.28,18.0,447.0,96.5,16.65,27.0,35.0,8.7,87.0,148.5,5.44,3.38
2020-06-23,40.25,135.9,392.5,29.6,2.34,35.95,410.0,21.8,111.85,72.7,872.0,44.55,50.9,199.0,32.6,119.7,23.45,37.5,611.1,10.9,53.7,8.9,2.93,53.2,23.2,23.4,19.1,17.4,60.0,5.51,4.2,7.0,29.25,31.0,27.0,141.0,11.8,177.0,35.9,22.15,4.34,18.85,462.0,101.0,17.0,26.5,36.7,8.7,87.0,158.5,5.44,3.2
2020-06-24,40.25,136.7,392.0,28.15,2.34,35.2,393.5,21.25,110.5,68.7,917.0,44.35,49.7,204.45,31.9,117.75,22.8,37.3,597.9,11.0,54.8,8.58,2.86,51.7,24.3,23.0,19.0,17.25,58.0,5.6,4.2,6.91,27.0,31.0,27.0,142.0,11.6,185.0,35.15,23.5,4.27,18.95,463.0,97.5,16.7,26.0,36.0,8.7,89.0,156.0,5.29,3.1
2020-06-25,40.7,151.05,399.0,28.9,2.4,36.3,405.5,22.7,116.25,70.6,943.5,47.7,54.35,206.85,33.65,124.5,23.55,37.2,618.45,11.0,54.0,8.77,2.85,53.5,24.15,23.0,19.3,17.65,60.0,5.9,4.3,7.0,27.1,31.0,27.0,149.0,12.3,180.0,36.5,23.45,4.39,19.35,465.0,102.75,15.9,26.3,34.6,9.3,89.0,159.25,5.16,3.18
2020-06-26,39.35,141.6,392.5,28.35,2.33,34.75,399.5,21.8,110.4,70.5,911.5,45.3,51.55,200.45,32.6,118.1,23.1,36.95,608.85,10.7,53.8,8.65,2.81,52.5,24.2,23.4,19.0,17.75,60.0,5.89,4.44,7.19,27.0,32.0,27.0,146.0,12.1,183.9,34.95,22.75,4.36,19.0,465.0,101.5,16.0,26.25,35.65,9.0,92.0,153.0,5.1,2.98
2020-06-29,38.8,144.15,390.0,28.0,2.31,33.4,403.0,21.85,109.8,71.0,933.5,45.7,50.4,194.2,33.15,119.0,23.2,35.1,615.3,10.7,53.5,8.45,2.8,53.9,24.0,22.9,18.9,17.2,58.0,6.1,4.3,7.85,27.0,31.0,26.0,146.0,12.4,174.95,34.4,22.95,4.4,19.1,465.0,98.6,15.35,26.0,36.4,9.0,94.0,147.0,5.21,2.97
2020-06-30,36.1,136.0,379.5,26.5,2.21,31.65,409.5,20.3,103.2,71.0,915.0,45.0,47.95,189.25,32.1,114.1,22.1,32.7,602.1,10.45,53.5,8.44,2.7,51.8,23.35,22.4,18.95,16.75,57.1,6.08,4.24,7.84,26.0,30.9,26.0,145.0,12.2,174.0,32.85,21.95,4.38,18.3,459.0,95.5,14.35,25.8,36.0,9.29,91.0,141.0,5.1,2.95
2020-07-01,37.5,140.85,383.0,26.95,2.22,32.95,427.5,20.85,105.95,70.5,933.0,47.65,50.7,193.25,32.25,120.4,22.35,32.55,623.05,10.8,52.4,8.45,2.87,54.0,23.3,22.7,18.8,16.7,57.0,6.0,4.2,7.96,26.0,30.2,26.0,143.5,12.3,174.0,34.05,21.95,4.39,17.8,464.0,94.9,14.6,25.4,34.45,9.29,95.0,141.0,5.15,3.09
2020-07-02,36.95,137.25,382.5,27.05,2.22,33.2,436.0,21.6,102.45,70.8,928.0,46.0,49.65,192.7,33.15,116.5,22.2,32.2,633.2,10.9,50.0,8.45,2.91,52.8,23.5,23.2,19.0,16.85,57.0,5.91,4.1,7.94,25.25,29.5,25.5,143.5,12.3,172.0,34.05,21.5,4.39,18.0,476.0,96.5,15.7,24.5,35.2,8.9,95.0,139.5,5.15,2.97
2020-07-03,36.65,137.25,375.5,27.05,2.23,33.7,444.5,21.45,104.0,70.4,924.0,47.45,49.5,195.25,34.95,117.95,22.8,32.8,627.9,10.85,50.6,8.49,2.95,52.0,23.3,22.5,19.0,17.15,57.0,5.95,4.2,7.92,27.0,29.5,25.5,150.0,12.45,172.0,34.4,21.4,4.36,17.9,479.0,98.4,16.3,24.95,35.7,8.9,95.0,138.75,5.14,3.0
2020-07-06,37.6,156.2,405.0,30.4,2.32,41.6,463.0,23.35,122.45,73.2,951.5,50.6,56.0,212.55,38.2,129.3,25.2,32.55,671.75,11.6,52.9,8.9,3.12,57.0,23.75,23.3,19.3,18.2,57.0,6.05,4.38,8.04,29.0,30.0,25.5,150.0,13.2,185.0,41.2,22.4,4.49,18.55,494.0,100.0,16.0,26.3,36.0,8.9,95.0,143.0,5.28,3.4
2020-07-07,36.95,152.15,413.5,30.4,2.33,39.7,467.0,23.25,119.9,73.9,917.0,49.8,55.15,207.45,38.15,125.5,25.1,31.45,664.0,11.75,52.7,8.95,3.05,56.4,24.3,23.0,19.0,17.9,55.1,6.11,4.47,8.18,30.5,30.0,26.0,150.0,13.1,175.0,39.1,22.0,4.54,18.7,495.0,99.5,15.5,26.3,35.6,8.9,95.0,141.0,5.25,3.49
2020-07-08,36.7,153.95,418.0,30.1,2.51,39.35,464.0,23.5,120.95,74.6,912.5,50.9,55.05,201.35,40.6,131.0,26.75,31.2,669.9,12.0,53.4,9.12,3.09,55.8,24.1,23.0,19.0,18.9,55.3,6.12,4.59,8.1,30.4,33.0,26.0,145.25,13.1,186.0,39.55,22.0,4.61,19.0,514.0,99.5,16.1,26.6,35.65,8.9,93.0,142.0,5.27,3.59
2020-07-13,36.4,155.5,424.0,29.75,2.54,39.85,460.0,23.55,126.15,78.2,887.5,51.2,55.25,205.3,41.4,126.75,27.3,30.65,680.9,12.2,53.2,9.38,3.02,57.9,24.0,22.95,19.2,19.55,60.0,6.2,4.66,8.1,31.0,31.05,25.8,142.0,14.0,190.1,42.95,21.65,4.79,18.8,519.0,99.5,15.8,26.0,37.0,8.2,90.0,139.0,5.2,4.0
2020-07-14,36.7,158.75,428.0,29.95,2.58,40.2,456.5,23.2,127.7,78.9,888.0,51.8,57.45,207.45,41.0,128.25,27.8,31.7,708.85,12.3,56.0,9.45,3.02,57.3,23.55,23.0,19.8,19.2,60.0,6.25,4.8,8.39,31.6,31.9,25.8,145.0,13.95,189.9,42.2,21.65,4.99,18.8,517.0,100.5,15.85,25.5,37.3,8.01,87.7,132.75,5.3,4.06
2020-07-15,37.35,160.8,433.0,30.7,2.68,40.5,462.0,23.65,131.9,79.9,902.0,52.7,60.5,209.95,40.7,130.95,27.45,33.0,727.0,12.25,55.4,9.65,3.03,58.8,23.45,23.3,20.0,19.15,60.0,6.11,4.9,8.6,34.0,32.3,25.8,150.0,14.0,198.5,43.95,21.8,5.2,18.95,514.5,100.25,15.75,26.3,37.5,8.01,90.0,133.5,5.47,4.29
2020-07-16,37.3,161.5,432.0,31.3,2.74,40.95,461.5,23.7,132.05,79.8,909.5,52.35,60.4,210.8,40.0,130.55,27.1,32.95,739.25,12.3,56.0,9.6,3.05,59.0,23.6,23.1,19.8,19.25,57.5,6.21,4.86,8.7,34.0,32.0,25.5,148.0,14.1,198.0,43.15,21.3,5.16,19.1,519.0,98.8,16.15,26.0,37.5,8.05,89.0,134.0,5.53,4.23
2020-07-17,38.3,159.95,440.0,31.35,2.73,42.6,458.0,24.0,131.6,80.0,915.5,51.7,61.9,216.9,39.5,128.75,27.25,33.5,745.65,12.45,57.0,9.6,3.03,59.4,24.0,23.2,19.4,19.1,60.0,6.12,4.98,8.49,33.3,32.0,25.0,152.0,14.1,198.0,44.4,21.3,5.0,19.0,518.0,100.0,16.1,25.8,37.5,8.05,90.0,139.0,5.52,4.13
2020-07-20,39.3,160.1,446.5,30.95,2.64,42.3,452.5,23.35,129.5,80.6,909.0,52.85,61.8,222.0,38.55,129.55,26.75,35.3,754.2,12.35,56.2,9.49,3.02,60.0,24.0,23.0,18.55,18.9,62.0,6.25,4.88,8.48,32.9,32.0,25.0,155.0,14.1,198.0,45.55,21.2,4.94,18.95,472.5,99.0,15.7,25.95,36.7,8.4,87.0,136.5,5.57,4.21
2020-07-21,40.25,162.2,444.0,31.85,2.67,42.1,459.0,24.0,134.7,83.6,921.5,54.85,63.8,227.55,39.75,136.8,27.15,36.25,758.95,12.6,56.9,9.88,3.0,61.3,23.95,23.3,19.3,19.55,62.0,6.41,5.08,8.39,34.0,32.5,26.1,150.0,14.1,204.5,46.7,21.6,4.92,18.9,516.0,99.5,15.7,25.7,36.75,8.0,86.0,138.0,5.51,4.35
2020-07-22,42.65,171.9,468.0,33.75,2.75,43.05,476.0,24.5,143.15,87.0,934.0,56.45,67.4,236.05,41.85,137.0,28.05,37.2,769.1,12.8,57.6,10.1,3.01,63.5,24.0,23.7,19.2,20.2,62.1,6.5,5.06,8.28,33.55,32.5,26.0,155.0,14.35,215.0,48.15,22.35,4.85,19.3,499.0,98.5,15.5,26.25,36.95,8.3,86.0,141.0,5.5,4.98
2020-07-23,41.3,174.1,471.0,33.9,2.7,44.55,462.0,23.75,143.05,90.0,936.0,56.15,66.8,235.0,40.05,137.95,27.5,36.15,773.15,12.35,57.1,10.05,3.02,63.6,23.9,23.5,20.4,20.8,62.1,6.69,5.05,8.1,32.0,32.0,27.0,160.0,15.3,216.0,47.05,22.6,4.98,19.2,489.0,97.7,15.6,26.2,36.8,8.7,90.0,138.5,5.49,6.46
2020-07-24,41.8,172.5,454.0,34.1,2.72,44.9,446.5,23.85,144.95,93.1,978.5,57.35,66.95,233.55,39.2,143.95,27.5,36.55,766.9,12.4,57.3,10.05,3.09,64.5,23.75,23.6,21.9,21.5,60.1,6.6,5.05,8.24,33.0,32.5,26.8,160.5,15.7,225.0,47.95,24.5,5.15,19.05,483.0,99.4,15.5,26.4,37.9,8.7,90.0,135.0,5.46,7.68
2020-07-27,42.9,182.05,448.0,34.1,2.78,47.45,434.5,23.9,150.9,98.0,1009.5,55.75,70.9,227.7,38.85,141.25,26.95,38.25,772.85,13.25,57.3,11.55,4.45,67.0,24.65,25.1,23.85,22.0,62.1,7.0,5.1,8.24,33.2,33.0,27.2,160.0,16.55,240.0,49.7,24.0,6.2,20.2,485.0,103.0,16.4,26.95,39.5,8.0,95.0,143.0,5.9,10.0
2020-07-28,42.5,175.5,462.0,33.55,2.93,48.7,436.5,23.8,146.1,99.8,1046.0,54.5,71.1,228.0,37.55,135.35,26.35,38.9,767.7,14.5,57.2,12.0,4.65,67.2,24.7,25.6,22.8,21.95,68.0,7.24,5.35,8.4,32.9,33.6,27.85,160.0,16.1,240.0,48.55,24.0,5.85,20.4,490.0,108.5,17.75,27.4,38.9,9.3,94.5,140.0,5.91,11.0
2020-07-29,43.7,172.2,465.5,32.7,3.04,47.3,444.5,23.2,145.95,98.5,1061.0,53.65,69.95,227.85,36.8,137.0,26.05,39.55,754.95,14.25,59.0,12.25,4.12,66.4,25.0,25.15,22.4,21.15,68.5,7.7,5.4,8.39,34.0,32.0,30.1,160.0,16.55,230.0,47.35,23.9,5.63,19.9,488.0,109.5,19.4,27.0,39.5,9.3,95.0,144.0,6.33,6.99
2020-07-30,44.95,177.7,470.0,32.95,3.03,46.15,447.0,23.4,147.1,97.0,1058.5,54.55,71.25,226.95,37.05,144.95,26.5,39.9,772.0,14.3,57.9,12.1,4.29,67.0,25.2,26.0,21.9,20.9,68.5,7.5,5.45,8.23,34.0,33.0,30.35,158.75,16.75,225.2,46.0,24.75,5.6,19.3,488.0,108.25,19.5,27.0,39.0,9.0,92.0,144.0,6.39,6.39
2020-07-31,45.7,173.95,477.0,32.5,3.03,46.25,446.0,23.7,149.35,96.0,1055.5,54.2,71.4,221.45,38.15,141.35,26.6,39.65,760.25,14.0,58.0,11.9,4.32,67.0,24.9,25.8,21.75,21.5,65.1,7.48,5.55,8.25,34.0,32.0,31.0,163.0,16.9,240.0,46.85,24.2,5.6,19.8,490.0,107.5,18.9,26.65,37.7,9.0,90.0,142.5,6.38,6.15
2020-08-03,46.8,187.0,500.0,35.0,3.11,48.75,465.0,24.8,164.9,101.5,1115.5,59.95,79.5,229.85,40.5,152.25,27.8,40.7,824.7,14.35,58.0,13.15,4.22,72.0,24.7,26.45,22.7,23.0,65.1,7.7,5.64,8.25,32.1,32.65,29.5,164.0,17.8,226.5,49.65,24.75,5.8,20.15,495.0,114.5,18.75,26.8,38.75,9.0,88.0,148.0,6.28,5.85
2020-08-04,47.7,182.7,533.0,35.4,3.22,47.25,466.5,25.55,159.7,109.75,1135.0,58.95,74.1,225.65,41.45,153.5,28.6,38.95,826.8,14.5,58.9,13.85,4.17,73.3,24.5,26.25,22.2,22.8,67.0,8.3,5.8,8.38,33.8,34.0,33.0,170.0,18.0,245.0,48.55,25.2,5.8,20.35,489.0,109.75,18.5,26.4,38.5,8.4,94.0,144.5,6.1,5.97
2020-08-05,46.65,176.45,548.0,33.4,3.18,45.3,452.5,26.45,154.55,110.5,1124.0,56.9,72.6,222.1,40.9,151.05,27.7,38.1,816.05,14.6,57.9,13.85,3.97,70.5,24.5,25.5,21.55,22.5,67.0,8.55,5.88,8.78,32.0,34.0,33.0,160.0,17.65,249.25,46.7,24.4,5.6,20.1,496.5,106.0,18.4,25.85,38.5,8.2,90.0,141.0,5.98,6.1
2020-08-06,46.7,175.75,526.5,34.0,3.15,44.45,453.0,27.6,156.6,124.0,1121.5,57.45,74.45,218.8,41.5,152.35,27.8,39.0,797.3,14.9,57.3,13.5,3.89,71.8,24.2,25.0,21.3,22.35,67.0,8.4,5.95,8.66,32.6,34.0,35.5,160.0,17.75,247.0,46.35,23.65,5.9,20.0,504.0,105.5,18.2,25.6,38.1,8.8,93.0,139.75,5.94,5.94
2020-08-07,47.9,180.25,532.5,34.75,3.38,44.05,455.5,28.0,162.15,132.75,1144.0,58.85,75.0,228.2,41.85,151.95,27.65,40.95,808.7,16.1,57.0,13.35,4.19,72.0,24.25,26.0,21.9,22.85,68.0,8.6,6.1,8.79,30.1,33.5,35.45,157.0,18.0,250.0,45.95,24.9,6.09,19.75,507.0,106.0,18.85,25.0,38.0,8.5,94.5,142.5,6.34,6.09
2020-08-10,49.15,179.5,534.5,35.45,3.43,43.7,462.5,27.05,158.95,138.0,1152.0,58.05,74.4,220.45,41.1,155.25,27.8,41.95,797.85,17.95,58.0,13.1,4.3,70.9,24.3,26.45,22.5,22.7,68.0,9.45,6.2,8.4,31.0,32.1,35.9,159.5,18.1,245.0,46.15,24.7,6.08,20.05,511.0,105.25,19.0,26.15,39.6,8.6,100.0,146.25,6.36,7.43
2020-08-11,51.7,172.55,528.0,35.05,3.34,43.45,459.0,25.55,154.75,134.5,1116.0,57.1,71.25,215.05,41.9,146.65,27.55,42.05,757.1,18.45,57.9,12.85,4.78,71.0,24.1,26.5,22.2,22.0,68.0,9.39,6.31,8.47,31.25,33.0,36.0,159.0,18.0,250.0,46.3,24.1,5.95,19.9,514.0,104.0,18.75,25.35,41.0,8.5,105.0,146.0,6.19,7.6
2020-08-12,50.4,162.2,508.0,33.75,3.14,43.0,443.5,25.7,149.35,126.0,1114.0,55.95,69.0,208.5,41.35,139.9,26.65,40.3,716.55,17.65,56.4,12.35,4.7,68.7,23.9,25.75,21.6,20.7,68.0,9.3,6.32,8.33,33.8,33.4,35.5,158.5,17.35,250.0,45.7,23.35,5.8,19.4,500.0,100.75,18.2,25.0,38.9,8.0,115.0,139.5,6.09,7.1
2020-08-13,51.4,163.85,514.5,34.45,3.19,43.45,438.5,25.75,149.95,128.75,1136.5,57.9,70.45,208.05,45.2,141.4,26.95,40.75,726.9,18.15,56.9,12.5,4.64,70.5,24.0,26.1,22.0,20.65,63.0,9.15,6.32,8.15,33.8,34.0,35.0,158.5,17.9,250.0,45.5,23.4,5.75,19.15,495.5,101.0,18.1,25.0,38.7,8.5,124.0,141.0,6.16,7.17
2020-08-14,48.85,156.95,496.0,34.7,3.08,42.6,440.0,25.0,145.05,129.5,1123.0,57.1,67.55,211.95,45.85,134.65,26.8,39.35,723.85,17.7,56.1,12.0,4.49,68.4,24.0,25.5,22.25,21.0,63.0,8.8,6.3,7.95,33.5,34.0,33.0,155.0,17.75,249.75,44.05,23.25,5.62,19.8,483.0,99.0,18.25,24.85,40.3,8.5,124.0,137.75,6.17,6.93
2020-08-18,46.35,146.6,480.0,32.3,2.99,44.2,420.0,23.85,137.3,126.0,1087.0,55.85,64.45,204.95,44.4,128.45,26.0,37.2,704.85,17.05,56.3,11.65,4.3,65.1,23.25,25.3,21.2,20.0,63.0,8.35,6.2,7.84,32.5,33.0,33.0,150.0,17.25,245.1,43.8,22.95,5.36,19.4,470.5,97.9,18.6,24.95,40.0,8.9,123.0,136.5,6.05,6.7
2020-08-19,48.1,151.8,486.0,32.75,3.07,45.9,429.5,24.6,138.2,127.0,1111.0,57.9,66.35,205.45,45.5,129.8,26.15,38.85,721.2,17.5,55.7,11.7,4.33,65.0,23.5,25.95,21.75,20.35,61.0,8.05,6.3,7.7,32.5,32.1,33.0,149.0,17.7,250.1,45.6,24.05,5.39,19.2,476.5,98.8,18.4,24.7,39.8,9.0,115.0,139.0,6.13,6.67
2020-08-20,49.85,151.35,483.0,32.7,3.37,46.1,420.5,24.5,137.8,129.5,1110.0,58.8,66.1,204.65,44.75,128.1,26.6,39.85,728.15,18.0,55.6,11.45,4.61,64.5,23.5,25.7,21.6,20.0,61.0,8.15,6.21,7.9,33.5,33.5,33.5,142.0,17.9,250.1,45.0,24.0,5.38,19.2,485.0,97.9,18.65,24.65,39.8,8.99,106.0,139.5,6.1,6.78
2020-08-21,49.15,148.6,496.0,31.95,3.41,46.8,416.5,24.05,135.8,129.5,1119.0,58.9,67.8,203.75,45.15,130.65,26.75,39.5,715.2,18.35,54.9,11.3,4.7,65.8,23.5,25.7,21.3,20.3,60.0,8.28,6.15,7.7,33.5,33.0,33.5,142.0,17.85,253.0,45.6,23.85,5.41,18.9,483.0,97.0,19.65,24.6,40.5,8.99,107.0,138.0,6.14,6.67
2020-08-24,50.1,144.5,495.0,31.5,2.86,44.5,376.0,23.0,135.2,127.5,1117.5,58.25,66.2,186.9,44.35,128.9,25.95,39.3,715.7,18.7,53.7,11.0,4.58,64.5,23.3,25.3,20.45,20.0,60.0,8.15,5.89,7.89,33.5,32.0,33.5,139.0,18.0,235.0,44.0,23.95,5.45,18.2,483.5,96.8,20.4,24.0,39.0,8.8,106.5,135.0,6.22,6.3
2020-08-25,51.1,149.35,515.5,31.0,2.8,45.5,366.0,22.3,133.95,124.75,1112.0,57.75,65.95,188.1,43.05,122.05,25.3,38.55,717.3,18.15,53.1,11.2,4.52,63.8,23.35,25.0,20.0,19.7,60.0,7.9,5.9,7.85,33.0,31.0,31.5,139.0,17.8,232.0,47.45,23.45,5.32,18.15,475.0,96.0,19.3,23.4,39.5,8.75,105.0,133.25,6.18,6.03
2020-08-26,49.85,144.05,546.5,31.5,2.76,44.2,369.0,22.2,130.25,122.5,1112.5,58.15,62.95,180.7,43.05,119.65,25.1,37.75,699.25,17.85,52.2,11.15,4.42,63.0,23.45,24.85,20.0,19.7,60.0,8.09,6.02,7.74,34.0,29.5,31.5,140.0,17.5,234.0,46.0,23.5,5.36,17.55,481.0,95.4,18.65,23.5,39.0,8.5,101.0,132.0,6.09,5.89
2020-08-27,48.25,134.8,559.5,30.95,2.72,42.65,348.0,21.55,124.8,123.25,1096.5,57.25,60.15,172.15,41.75,112.8,23.55,36.05,674.9,17.7,52.0,10.7,4.23,59.4,22.75,24.2,19.05,19.6,60.0,8.05,6.1,7.5,32.75,30.5,31.5,140.0,17.5,230.0,44.05,23.15,5.27,18.15,494.0,91.0,18.9,23.2,39.0,8.9,92.0,130.0,6.05,5.57
2020-08-28,47.8,150.75,553.5,32.95,2.97,45.4,353.5,22.9,133.05,122.0,1179.5,59.5,67.4,176.15,42.8,120.9,24.35,36.9,711.15,18.8,52.9,11.25,4.38,63.7,23.9,25.9,20.0,20.5,62.0,8.02,6.2,7.7,31.5,31.0,31.0,150.0,17.9,225.0,45.75,23.1,5.47,18.4,507.0,95.0,19.2,23.95,39.5,9.0,95.0,136.0,6.2,6.15
2020-08-31,49.15,149.05,559.5,32.75,3.1,45.65,355.0,22.55,133.35,122.5,1229.5,59.5,69.2,174.0,43.0,123.85,24.2,37.4,723.6,19.15,54.5,12.0,4.37,67.5,23.8,25.3,21.5,20.9,62.0,8.0,6.3,7.76,31.3,32.0,31.0,150.0,17.9,230.0,44.65,23.15,5.3,18.45,511.0,95.6,18.85,24.0,39.8,9.0,105.0,139.0,6.15,6.3
2020-09-01,49.45,145.75,557.0,31.75,3.07,44.2,363.0,22.1,131.95,123.25,1236.0,60.0,67.1,178.9,41.9,124.65,24.25,36.7,720.2,19.05,56.0,12.1,4.3,66.9,24.0,25.0,21.0,20.7,61.0,7.8,6.29,7.8,32.05,31.9,28.1,150.0,17.7,225.0,43.95,23.2,5.36,18.6,512.0,95.1,18.9,24.0,39.7,8.15,115.0,138.0,6.0,6.02
